name,breed,color,dad_weight,available,dob,gender,mom_weight,price,puppy_id,registry,bio,age_in_weeks
Vinnie,Boston Terrier,Black & White,18,20-Apr-17,19-Feb-17,Male,14,2350,501532,ACA,"Meet Vinnie! He is super social and playful. He is being handled daily, and is child tested and approved. He can't wait to meet you. He just knows you'll love him as much as he'll love you! Vinnie will arrive healthy, happy, pre-spoiled and current on vaccinations. This cutie promises to bring much joy to your home. Don't miss out on making this special boy your very own. Puppy kisses are waiting!",6
Vivian,Boston Terrier,Black & White,18,20-Apr-17,19-Feb-17,Female,14,2350,501533,ACA,Meet Vivian. She is sweet and adorable. This girl is playful and loves to give kisses. Vivian will be a very loyal companion to her new forever family. She will come home to you up to date on her vaccinations and with a full head to tail vet check. She hopes you love to cuddle and take a nap after a long day of fun. Don’t miss out on this pup. Her bags are packed and she’s ready to go!,6
Viktor,Boston Terrier,Black & White,18,20-Apr-17,19-Feb-17,Male,14,2350,501534,ACA,Viktor is outgoing and adventurous. This little guy loves to explore and play. He is up to date on vaccinations and would make a great lifelong companion. Viktor is so excited to meet his new family. He has lots of love and puppy kisses to give. He hopes you’re ready for all the fun he has planned for you. This cutie loves to play and run around all day but also has no problem taking a nap when time permits. Viktor is ready to meet you!,6
Vernon,Boston Terrier,Black & White,18,20-Apr-17,19-Feb-17,Male,14,2350,501535,ACA,"Vernon is cute and adventurous. This guy loves to run and play. Vernon will be sure to come to his new home happy, healthy, and ready to fill your home with his puppy love. He will be up to date on his puppy vaccinations and vet checks just in time to come home to you. What are you waiting for? You have found the perfect prince charming right here.",6
Frauest,German Shepherd,Sable,100,11-Apr-17,11-Feb-17,Female,85,3450,501536,AKC,"Meet Frauest! She is the center of our world and center of all the attention everywhere she goes. Frauest is eagerly waiting to go home to her new family. Will she be going home with you? What is special about Frauest? Just look at her! She is a beautiful dark sable and comes from pure Czech Republic imported lines. These puppies are imports, absolutely no American ancestry. She is one the cutest puppies that you will ever come across. The greatest thing about this little girl is that she loves to play and likes to follow you everywhere. She is sure to be a big hit with your family and friends. Frauest will come to you up to date on her vaccinations and vet checked. Don't miss out on bringing this beautiful girl home. Call now!",7
Jeff,Havanese,Sable & White,12,12-Apr-17,15-Feb-17,Male,10,1995,501537,AKC,"Jeff has a special loving personality. He is a awesome little guy for a perfect family pet to become a part of. He is very loving, charming and playful. This little guy comes microchipped for his protection. He will be sure to come home to you up to date on his puppy vaccinations and vet checks. We also send him with a care package to include a small bag of Royal Canin Mini Puppy, collar, lead, chew sticks, toy and his own blankey. We will register him and the microchip for you with AKC PPP for a lifetime Puppy Protection Package complete with GoodDog training Membership.",7
Princess,Havanese,Sable & White,12,12-Apr-17,15-Feb-17,Female,10,2495,501539,AKC,"Princess is a handful of charm. She has an amazing big personality and loves to cuddle. This little girl comes already microchipped for her protection. She will also come home to you up to date on her puppy vaccinations and vet checks. We also send her home with a care package to include a small bag of Royal Canin Mini Puppy, collar, lead, chew sticks, toy and her own blankey. We will register her and the microchip for you with AKC PPP for a lifetime Puppy Protection Package complete with GoodDog training Membership.",7
Lisa,Havanese,Sable & White,12,12-Apr-17,15-Feb-17,Female,10,2495,501540,AKC,"Lisa is a complete package. She is a very loving, affectionate, playful, and charming. This little girl comes already microchipped for her protection and will be sure to come home to you up to date on her puppy vaccinations and vet checks. We also send her home with a care package to include a small bag of Royal Canin Mini Puppy, collar, lead, chew sticks, toy and her own blankey. We will register her and the microchip for you with AKC PPP for a lifetime Puppy Protection Package complete with GoodDog training Membership. Don’t miss out on making her part of your family.",7
Robin,Havanese,Sable & White,12,12-Apr-17,15-Feb-17,Female,10,2495,501541,AKC,"Robin is a real goof. She is the most playful of the litter and has a charming personality. She is very sweet, loving and loves to cuddle.  This little girl comes already microchipped for her protection. She will also come home to you up to date on her puppy vaccinations and vet checks. We also send her home with a care package to include a small bag of Royal Canin Mini Puppy, collar, lead, chew sticks, toy and her own blankey. We will register her and the microchip for you with AKC PPP for a lifetime Puppy Protection Package complete with GoodDog training Membership. Make this cutie your cuddle buddy, and she will be sure to be that perfect addition that you have searched for.",7
Anthony,Maltese,White with Cream,7,12-Apr-17,15-Feb-17,Male,7,2095,501542,AKC,"Anthony is a real delight. He has a wonderful temperament and is a curious little guy. He will be an outstanding part of your family. This little guy comes microchipped for his protection and will be sure to come home to you up to date on his puppy vaccinations and vet checks. We also send him with a care package to include a small bag of Royal Canin Mini Puppy, collar, lead, chew sticks, toy and his own blankey. We will register him and the microchip for you with AKC PPP for a lifetime Puppy Protection Package complete with GoodDog training Membership. Get ready for a mess of fun with this great boy at your side!",7
Rich,Maltese,White with Cream,7,12-Apr-17,15-Feb-17,Male,7,2095,501543,AKC,"Rich has a special loving personality. He is an awesome little guy. He is very loving, charming and playful. This little guy comes microchipped for his protection and will be sure to come home to you up to date on his puppy vaccinations and vet checks. We also send him with a care package to include a small bag of Royal Canin Mini Puppy, collar, lead, chew sticks, toy and his own blankey. We will register him and the microchip for you with AKC PPP for a lifetime Puppy Protection Package complete with GoodDog training Membership. Wouldn't you love to make Rich yours today? Don't miss out!",7
Trish,Maltese,White with Cream,7,12-Apr-17,15-Feb-17,Female,7,2775,501544,AKC,"Trisha is a prissy little doll, that is full of love. She thinks she is queen of the castle. This little girl comes already microchipped for her protection. She will be sure to come home to you up to date on her puppy vaccinations and vet checks. We also send her home with a care package to include a small bag of Royal Canin Mini Puppy, collar, lead, chew sticks, toy and her own blankey. We will register her and the microchip for you with AKC PPP for a lifetime Puppy Protection Package complete with GoodDog training Membership.",7
Keith,Maltese,White with Cream,6,15-Apr-17,18-Feb-17,Male,6,2095,501545,AKC,"Keith is a prince. He is very handsome and has a mellow and sweet personality. He is very laid back and loving. This little guy comes microchipped for his protection and will be sure to come home to you up to date on his puppy vaccinations and vet checks. We also send him with a care package to include a small bag of Royal Canin Mini Puppy, collar, lead, chew sticks, toy and his own blankey. We will register him and the microchip for you with AKC PPP for a lifetime Puppy Protection Package complete with GoodDog training Membership. Keith will be sure to make that perfect loving addition that you have been searching for.",6
